,red_mean,red_std,green_mean,green_std,black_mean,black_std,white_mean,white_std,blue_mean,blue_std,brown_mean,brown_std,gray_mean,gray_std,yellow_mean,yellow_std,pink_mean,pink_std,purple_mean,purple_std
2005_1919_Wodehouse_P._G._,0.795078227987984,0.15000660534106033,0.63458861205598,0.23525314566475497,0.919424660452323,0.09824960657871355,0.743627906136564,0.2128904574290284,0.8888835511145273,0.10688506673267385,0.9461311811427108,0.019278232095346248,0.7694399999695621,0.16349807530518445,0.9717524980784011,0.0,0.8527983012273928,0.04895177272884881,0.0,0.0
2084_1903_Butler_Samuel,0.7557693686190246,0.20694971952136523,0.893012933455145,0.06935469961271855,0.8760023168770348,0.10259144153557537,0.7806578189386577,0.21137944059867533,0.8356778566107159,0.10348738017988485,0.8858568801096586,0.1588853088733338,0.7111969110022638,0.16317342341136853,0.6848863363265991,0.0,0.617582487809545,0.2958345461537134,0.0,0.0
208_1879_James_Henry,0.7233414351940155,0.09376451373100281,0.0,0.0,0.0,0.0,0.7594864698818424,0.1488093849031487,0.9556110684089162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7911602114366625,0.1473486279176805,0.0,0.0
2095_1853_Brown_William_Wells,0.7317267925911813,0.21979139195910788,0.852759081775825,0.09992674854403197,0.715981385356193,0.23655098011376888,0.7209535128610804,0.20711158382039183,0.8220479153876159,0.173428019112342,0.8049896028968514,0.2138107280045087,0.8374180231710108,0.12300106416089485,0.568793235972329,0.0,0.5049961568024597,0.2101194227960061,0.956379707916987,0.0
209_1898_James_Henry,0.7977997694081476,0.1843549640399112,0.6810146041506533,0.0,0.9139764283884193,0.04800673545130622,0.8408355772551265,0.13156061697945695,0.5505938735102618,0.2510971334074938,0.7986164488854727,0.0,0.736645484204296,0.2032459846669433,0.0,0.0,0.8515014145394456,0.10060102778913485,0.0,0.0
215_1903_London_Jack,0.7748075348083832,0.18259177158391893,0.6722745337518031,0.051863071931343686,0.9007974634896234,0.07196924536805814,0.6794605822182265,0.2736586828185308,0.9556110684089162,0.0,0.7203366458415985,0.03277286887168884,0.6012666707287193,0.13182326009372486,0.8740712272610812,0.052004331180031484,0.0,0.0,0.0,0.0
2166_1885_Haggard_H._Rider_,0.7762043756993344,0.2027596314304476,0.7748813606304233,0.19664746955273846,0.7721053051148321,0.21043538339204534,0.7554145947891578,0.2125800038983747,0.5797987056639816,0.29329177111226673,0.6881515181220376,0.21364121831290392,0.6604869072587233,0.188847482481276,0.8062048352427681,0.16675100478484,0.8491544965411222,0.0,0.8410837817063798,0.0
217_1913_Lawrence_D._H._,0.8129536912951422,0.14430719194892652,0.8185995302573246,0.14266076713915604,0.7945382053827957,0.1437597547595104,0.7794121561112086,0.17929999743195468,0.8325291245108605,0.13739257954872072,0.7950600462107361,0.22142013605918665,0.8250001062487242,0.12092337457271143,0.8276746945845571,0.14560914501247346,0.7660624387462338,0.17225947037316158,0.7659102266343432,0.19884776066423504
219_1899_Conrad_Joseph,0.7446490494914592,0.12757724998661285,0.5999608039855957,0.27867581072581543,0.6970430402871188,0.2127545480243555,0.681245017090577,0.2052227473105018,0.7137010260603228,0.2741758454519044,0.711578624945801,0.2961371718377176,0.9281322059953883,0.0,0.6917953116219379,0.10874273603371154,0.8137834072113037,0.0,0.7941006917755573,0.08906610299769413
233_1900_Dreiser_Theodore,0.7758215077864705,0.17955172491182578,0.8056491412415189,0.15852704213383362,0.837996865569583,0.15838789724502209,0.8012746224206247,0.166288893289062,0.8018963957919498,0.17714709420704727,0.8365653508930847,0.19036451538547455,0.7474432564528932,0.19226921635975813,0.868307458969559,0.08116198189070353,0.8055349704839314,0.1818452392842864,0.681531623005867,0.2777353972196579
238_1915_Webster_Jean,0.8362141553776004,0.1520481444725107,0.7996541688307638,0.15385062920909792,0.8009427515613765,0.18336311954496146,0.8107459093404678,0.19153735920010206,0.8705040453525921,0.1409880746290568,0.9227997694081476,0.05774738016654554,0.8662454356146629,0.09875923847421728,0.7634689776394388,0.15924417176884298,0.7132016272994454,0.1811145456547619,0.8475540184085869,0.2224694724929641
2489_1851_Melville_Herman,0.7771381124745551,0.18537220843534136,0.7825789806271465,0.17298241170013734,0.6989924379279693,0.2279593094537322,0.7313387144066685,0.20409519351037814,0.7119956949122133,0.23054993779615693,0.7048983553780653,0.21773124377674957,0.7630596225074765,0.12235004070513929,0.7373938736527998,0.19870877590997416,0.5980816890101173,0.36134072052433713,0.754676493115832,0.15532130042612977
24_1913_Cather_Willa,0.8158025935656031,0.1369108564149,0.8312256686234821,0.15067007435050267,0.9055725313097102,0.07698225997571058,0.8783992564365636,0.10522442075693719,0.8253634734126488,0.22028486413886786,0.8531002921524683,0.17157479020277425,0.8119673660832003,0.12205261987820498,0.8581197566731151,0.08718485577054458,0.9151037663335895,0.04010416685648892,0.8920702024084038,0.03351793176841003
2641_1908_Forster_E._M._,0.9138506759505013,0.03714546214307672,0.6879437219758393,0.17715263867640696,0.8373006146793454,0.10018096447409211,0.7076023508310929,0.19457611813828898,0.8101734929175359,0.23625220826888893,0.4909129444907758,0.20344176847232845,0.8353830386881885,0.1435045650172294,0.8220983858570332,0.20735279163540463,0.0,0.0,0.7313926776586177,0.1793969254263119
271_1877_Sewell_Anna,0.7187902350594317,0.05289304224540409,0.7943268640191623,0.19766904169007798,0.7346314965533258,0.23156658095797603,0.8480337980524748,0.13177591127887867,0.0,0.0,0.864335623388358,0.09187135856425774,0.7761730085360934,0.19142867098212957,0.8891237509607994,0.0,0.0,0.0,0.7044692039489746,0.0
2775_1915_Ford_Ford_Madox,0.7805543217331729,0.1992016191683187,0.8283772098385858,0.10631875525535225,0.7953592919999718,0.18570263775166732,0.7559898960742498,0.22726745025652856,0.8396754726324374,0.14568534404550035,0.8310655917368148,0.19619276274791764,0.8099666759932983,0.1069872919608502,0.838849320904646,0.08928288509074223,0.668074740632588,0.18277861563489226,0.624076235364591,0.2675823187941189
27_1874_Hardy_Thomas,0.7681131904187724,0.18437877673964423,0.7187443403572478,0.17927250880250212,0.7584109383773239,0.2377922723024419,0.7404874414995247,0.20915961722252,0.7763701320822065,0.20382956745000336,0.7978520947994099,0.18894825385125777,0.6727136645494315,0.2035718522483524,0.6945321010672144,0.20323568654161456,0.6910043532554229,0.23213218542691239,0.8794491952240788,0.06995936737609891
2807_1899_Johnston_Mary,0.7596780731967201,0.18421956631842468,0.7398492883709382,0.18525141221839625,0.743314186135354,0.21628643100664863,0.7874286654479179,0.1788248698600587,0.7569323593029222,0.15919322452919135,0.8564015182452946,0.11292893775095408,0.7657202916280512,0.23759993677906566,0.8355665539369626,0.10005922648247474,0.8255152977649648,0.12010584293785471,0.7939120134078818,0.21730924484503603
2814_1914_Joyce_James,0.8206435463732706,0.16446559355204704,0.7526020434915491,0.16680153483717397,0.8225346953140945,0.16163943796463787,0.8277885942167955,0.16713354731642388,0.9191387075446918,0.05240948308978201,0.7869153727877984,0.13051905763642221,0.7341833650195351,0.218466507486849,0.7976533981995066,0.1627237683925509,0.7412717032747148,0.24652500335812053,0.8108533973789142,0.07005154243249472
2852_1902_Doyle_Arthur_Conan,0.7505974726968452,0.2816251347801939,0.765025069174967,0.11676869112800563,0.7240116802915447,0.2067867553310409,0.7202143217469182,0.1996085480587825,0.845695618754804,0.18795519942509437,0.8148128689088086,0.1954934299524358,0.8297468661345673,0.1857091242486486,0.7810813485888862,0.11344725411600842,0.8547271329746349,0.0,0.9705995388162952,0.0
2891_1910_Forster_E._M._,0.791866675695028,0.13602073249598365,0.6978766156837264,0.2134282121649962,0.7967805876400176,0.13414995548930653,0.6732821578371208,0.248663947774365,0.8256253570995622,0.1153930203941893,0.8618846869059413,0.07945357434999599,0.7038106447927102,0.2279754459138092,0.8221006701916815,0.1086347333525005,0.8061046177474102,0.182729001755687,0.8747117601844736,0.09935130234134996
3268_1794_Radcliffe_Ann_Ward,0.7119892712654261,0.18944300105320186,0.7900626374456768,0.12075375256280695,0.7927464021842406,0.16254236233241093,0.7681416340723308,0.18286003877999957,0.7007208915490973,0.26922510376001946,0.9366833205226749,0.00855111452728663,0.7864411531659066,0.1843336251907256,0.6892480090969589,0.14837615034422005,0.5777267021713737,0.24716056073810258,0.6960719731184222,0.18951488058691066
32_1915_Gilman_Charlotte_Perkins,0.836054814064576,0.10982317730549092,0.7705535249445276,0.2289646908280122,0.7331774673139991,0.11741827371479628,0.726668096508028,0.1915830763355241,0.8101341688856801,0.19359144039600998,0.854434175717962,0.15350725174501031,0.7724991508425734,0.12855743221809657,0.7678854965091577,0.1473719977260461,0.7414293505963441,0.13151680636179566,0.9661798616448886,0.0
33_1850_Hawthorne_Nathaniel,0.6536637528210327,0.20508813202240392,0.8417042658981408,0.09112204989337137,0.7075648433323172,0.24259420338093898,0.739976608937094,0.20468948450477753,0.9742505764796312,0.0,0.9381467251938916,0.01001451919850338,0.736894204446473,0.19877499964215617,0.7351453284315657,0.16974390535776554,0.9282282859338971,0.0016333589546502214,0.8986436110061466,0.05773609691084031
3457_1919_Grey_Zane,0.8024364963184529,0.14915767880935066,0.7283723323209244,0.21517002020940434,0.7089528959224854,0.2326229071645668,0.7673683440683146,0.2112568616250236,0.7592132571764919,0.2093215612094557,0.7575585195172284,0.18601273702033794,0.731738784373307,0.19061434113999426,0.7731401515830602,0.1716264692137525,0.8048424289008456,0.19184515349170075,0.7998336979495603,0.1765551989395454
345_1897_Stoker_Bram,0.7701378177414204,0.17700484115781806,0.7918323023841758,0.1720093060251726,0.8103418425777458,0.192244685906998,0.7873617248594998,0.17144858090952889,0.8805823921633694,0.09097869220485356,0.7607611573539635,0.24888945878513347,0.7246744125396011,0.19723638417669617,0.759285114399751,0.21454890868629925,0.710733701922849,0.20673275396247742,0.8247511178568147,0.12006150189330558
351_1915_Maugham_W._Somerset_,0.8204173361104619,0.17639628762899215,0.8413700382954872,0.14530824294933173,0.8100283087147464,0.1824397623125299,0.8216776515127381,0.1689242193281818,0.827380017956719,0.1873526208903998,0.8799608802634644,0.1814973336038828,0.8224469338806767,0.16699289949783272,0.8351979793652857,0.13887668442992218,0.7758675986919129,0.1709686164856826,0.8310989271628277,0.18584044770416847
367_1896_Jewett_Sarah_Orne,0.6399274516221715,0.17180575776800902,0.7658665244710399,0.17809231321394192,0.8652036023497307,0.12390786345526798,0.8689862629129067,0.10714388151487292,0.9057867574393325,0.10174330647368701,0.8242572330047221,0.07198396073990578,0.8101076095311299,0.14155354790958277,0.9531129900076865,0.01306687163720216,0.8986522900792474,0.06642304064264651,0.9422584140328238,0.017008606192701003
36_1897_Wells_H._G._,0.7570931586209156,0.19836000828171887,0.7474857788387361,0.14297384386033898,0.7232918509495575,0.1864296354313242,0.7510583531245241,0.19939855654227007,0.7750533175746226,0.17744846810892503,0.7060985641970625,0.17321073097975456,0.7061455867755055,0.2088608948777176,0.8160380858175706,0.14853216441102923,0.5190541645920735,0.2875316995190603,0.7327578109928868,0.190767706869787
4051_1915_Praed_Campbell_Mrs.,0.8032633337986117,0.1421285170319393,0.8089238836848335,0.15247181938595492,0.6464073091005209,0.22123501794343045,0.75069399091496,0.20164227510870625,0.7864134081534596,0.18321520119904822,0.7960489805527232,0.16224771129927545,0.8210374088633571,0.17948743248659682,0.7921673372580053,0.12767524746390035,0.9414085947395197,0.02615110050431585,0.8788855075836182,0.0
41286_1866_Oliphant_Mrs._,0.7674124737561527,0.19241643101399566,0.7086780409450292,0.20651427146313095,0.7664632621008161,0.17207446945532073,0.7282894154847844,0.19822055294225485,0.7001059988913034,0.24419754661637533,0.5349517705715657,0.24544790132383382,0.7791431871134115,0.21220468209590182,0.7265913471361932,0.16444425542838642,0.6902923426153474,0.08372764201186234,0.6244041168900474,0.262287067716494
41_1820_Irving_Washington,0.8401929263102834,0.13012527655139824,0.8141723750097581,0.1458195867147097,0.7978989215400198,0.20624557377601632,0.724497483264108,0.158686163736139,0.6917935667238325,0.1247145793312404,0.9215987701767872,0.0,0.7703267971338629,0.1710644403757452,0.9389572124007174,0.04028223912571776,0.0,0.0,0.8330385261488487,0.08462077642904427
4217_1916_Joyce_James,0.8513497599856708,0.13061831635925528,0.8265111328158419,0.12949251329978803,0.7546510813925286,0.2360470051575811,0.7613787463686356,0.23104568048207916,0.8349851031823247,0.16237571678707668,0.7912867661702031,0.2365424287447074,0.7470051904779014,0.1989219257656683,0.7887240392526653,0.16944454791433322,0.7878261094723426,0.2456226716683301,0.8651300916847682,0.06521381922969435
4276_1855_Gaskell_Elizabeth_Cleghorn,0.7875031942882019,0.14110961352905238,0.8320738544929587,0.1273375164111459,0.7616160150631678,0.20507869692974212,0.7408501091230658,0.18872759567445455,0.7876301260262751,0.25841381946184094,0.7192849390649686,0.19132818473430693,0.7394254638707766,0.19989849390519365,0.7838435117255533,0.1632867353022057,0.6592817382177903,0.31322518830704693,0.7375771877798032,0.25703908109157647
4300_1922_Joyce_James,0.7560999444346156,0.18901942806788644,0.7604464325282134,0.18821571775669926,0.746447195965491,0.1995950452146806,0.7080007156606043,0.2106623312138937,0.7681495442827845,0.17964863247105606,0.7705848596725167,0.17660582430144098,0.7430106891967219,0.19768404008709192,0.7955240629400397,0.15030009664911195,0.712233629217306,0.25186393203053276,0.7608025512286123,0.18720889210314837
432_1903_James_Henry,0.6578096947116806,0.21833093329223502,0.6485966046727561,0.21091599747517878,0.7689031932274868,0.16925467325445276,0.7711684101082062,0.1962508705708148,0.7477094783398902,0.20429313102792687,0.599025440405431,0.1701543085252535,0.7632917289749858,0.19914609236171224,0.8715411222136817,0.06985011529592627,0.7479878559101553,0.21452732279213593,0.47325150382509606,0.1941329232904498
434_1908_Rinehart_Mary_Roberts,0.8336206875446869,0.09777372920339168,0.872294549168668,0.11073683593529829,0.83065830540884,0.22806310783611036,0.8087052196195544,0.13345314256342625,0.8459363169366813,0.15300976484419512,0.899384396040467,0.07236810203793409,0.823685958720626,0.21196841209884934,0.9343774019984628,0.009127594158339802,0.8520874386563108,0.08221176379457378,0.6612759945699871,0.1956214306379382
44_1915_Cather_Willa,0.8321608134924829,0.13665881356962148,0.8420556081220577,0.13326759185249598,0.812674636971078,0.14237048502993774,0.8181717598080371,0.16191867570885038,0.7887886470031621,0.2077741720911943,0.8692839006659254,0.11289128632535461,0.7648760863077999,0.18618263681918132,0.8208738278975563,0.15429637926443493,0.7714824812296351,0.1859641585490705,0.7790140452971657,0.20165092209486146
45_1908_Montgomery_L._M._,0.8156075324076876,0.15753283913317753,0.7750805604070545,0.18265824745995785,0.8611041254732139,0.0956122802189927,0.7678625721274046,0.18225090692440526,0.72162900212317,0.23461957967536837,0.81997348919931,0.17808048724530665,0.7798154089893142,0.20338255132614258,0.8213373504936039,0.12647715731536854,0.833850746401894,0.0990540153243026,0.7263351764083127,0.2181799169758384
472_1900_Chesnutt_Charles_W._,0.8303343929062126,0.22118046696371357,0.5877048904899447,0.1886397190777751,0.7158392206734483,0.235263736531412,0.6813603889014073,0.24502840690262798,0.6962965049637974,0.28330828754943704,0.8563851862573149,0.08346626143690145,0.814235673504969,0.22902687014564194,0.858330055962472,0.09148398506047824,0.6983110169981982,0.1813975908427438,0.4132564663887024,0.0
502_1913_Grey_Zane,0.7159882514074524,0.22173980955942937,0.723078872221053,0.20459772699524034,0.6973502121410408,0.2170566186395791,0.7455471912823891,0.1833587456744043,0.6845725817143413,0.20338210300157208,0.8249913634361237,0.13693420946185497,0.7024846954971999,0.1956620801281784,0.7270964577062085,0.2690481173689117,0.8450256438323116,0.161075127964697,0.5848228297889035,0.24076412182416654
514_1868_Alcott_Louisa_May,0.7998858610150122,0.1801437803073994,0.7517473838967312,0.2143886699482088,0.8517586926654496,0.11024899881494143,0.7966737776356573,0.16702749392974275,0.8224447361991566,0.1725821649897093,0.8942211999025192,0.06349867580191543,0.8743523365221864,0.10831667558137914,0.8280286805856547,0.14031273440328004,0.7357055796980138,0.2650394357785938,0.8271789086573619,0.17368315365861198
521_1719_Defoe_Daniel,0.8922072897011154,0.05412734143888338,0.8105264703188375,0.14413569168629298,0.7311165605275838,0.2659917706333231,0.8126514543429143,0.10010513113661848,0.952152190622598,0.0,0.0,0.0,0.6384153366088867,0.0,0.8164454698562622,0.0,0.0,0.0,0.0,0.0
5230_1897_Wells_H._G._,0.7586754097171603,0.2508692947708687,0.8257430181911349,0.11911615619340077,0.8151977128627712,0.19351161265044597,0.7908703010594954,0.17480695384376413,0.8227771837243618,0.13209799062027863,0.889315910837817,0.08037736264559409,0.769952600563669,0.23141755341460382,0.8155719953624219,0.11720025761669427,0.9361258469504818,0.03523473812502518,0.7951363503490079,0.12714217144245604
5348_1868_Alger_Horatio_Jr.,0.812836432965511,0.23511254884190586,0.5914700925350189,0.09754881262779236,0.8294818297070538,0.19019169977849923,0.8239342142111241,0.25017023402839855,0.9742505764796312,0.0,0.7352213519729165,0.2390292245067147,0.6989240191424471,0.1667562268221956,0.0,0.0,0.0,0.0,0.0,0.0
541_1920_Wharton_Edith,0.8227386812033055,0.11847734137058774,0.8605260685899457,0.10320207384560426,0.8008323954539996,0.14549628721070615,0.7686227949367046,0.2054810465511299,0.8057345420085293,0.16458720164585133,0.7366042826015863,0.19479001416095873,0.8039661671702881,0.16705311943542284,0.789044609617111,0.12683174661011046,0.7383668059192198,0.25717596014247396,0.7469331119786982,0.20684028432116638
543_1920_Lewis_Sinclair,0.8004730870667619,0.16224421249552845,0.8070278362743607,0.16054430463253935,0.8057600730332295,0.14693617911046247,0.7842800650835334,0.19394516710109896,0.8023208311926956,0.19095165030997968,0.7612934539374115,0.1781863754766713,0.7919362334697699,0.16876307964243673,0.8109542549366587,0.18215341655730793,0.8001839059558258,0.16790255970642032,0.8643925994689876,0.13727611447258709
